Name,Primary Specialty,WCM Find A Doctor URL,Accepting New Patients,Video Visits Avaliable,Languages,Zip Code,Country_ISO3166_alpha2,Latitude,Longitude,Accepted Insurance,Address,Number
Priscilla H. Fishler Ph.D.,,https://weillcornell.org/nadwa-ibrahimmd-7126,No,N/A,English,10605,,41.0234,-73.7587,No insurance information,"200 Bloomingdale Road White Plains, NY 10605",914 686-1026
Alexander Arthur Feller M.D.,,https://weillcornell.org/katherine-lerardi-msn-whnpbc,No,N/A,English,10065,,40.7649,-73.9569,No insurance information,"525 East 68th Street New York, NY 10065",212 746-6339
Taryn  Fishman M.D.,,https://weillcornell.org/gerard-ilaria-lcsw,No,N/A,English,10075,,40.7749,-73.9587,No insurance information,"201 East 80th Street New York, NY 10075",212-879-9898
"Alexis  Fissinger RD, CDN",Nutrition,https://weillcornell.org/iilieva,Yes,No,English,10021,,40.7659,-73.9567,No insurance information,"505 East 70th Street New York, NY 10021",(646) 962-3869
Meghann M. Fitzgerald M.D.,Anesthesiology,https://weillcornell.org/nicole-ilonzo-md,No,No,English,10065,,40.7649,-73.9569,"Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Affinity Access ,Affinity Health Plan ,AgeWell New York ,Amida Care ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield HealthPlus CHP,Fidelis Care ,Medicaid ,Medicare ,Oxford Health Plans Metro/Core/Charter,United Healthcare Compass ,VNSNY CHOICE HMO,VNSNY CHOICE Medicare,WellCare of NY ,WorldWide Medical ""","525 East 68th Street New York, NY 10065",(212) 746-2962
Mary M. Fitzpatrick Ph.D.,,https://weillcornell.org/Hyunsoonim,No,N/A,English,10003,,40.729452,-73.994891,No insurance information,"One University Place New York, NY 10003",212-254-6815
Mootze  Floreal PA-C,Obstetrics and Gynecology,https://weillcornell.org/ginghirami,No,No,English,11101,,40.7479,-73.9436,"AETNA HMO,AETNA Medicare,AETNA PPO,Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Aetna Weill Cornell Employee PPO Plan ,CIGNA ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield EPO,Empire Blue Cross/Blue Shield HMO,Empire Blue Cross/Blue Shield Mediblue (Senior),Empire Blue Cross/Blue Shield PPO,Health Insurance Plan of NY (HIP) ,Health Insurance Plan of NY (HIP) Medicare,Medicare ,Oxford Health Plans Freedom,Oxford Health Plans Liberty,Oxford Health Plans Medicare Advantage,Oxford Health Plans Metro/Core/Charter,Rockefeller University - Trustmark ,United Healthcare ,United Healthcare Medicare,United Healthcare Compass ,WellCare of NY ,WorldWide Medical ""","28-25 Jackson Avenue Long Island City, NY 11101",(646) 962-9921
Eva  Flores M.D.,Hospital Medicine,https://weillcornell.org/jamesip,No,N/A,English,10065,,40.7649,-73.9569,"AETNA HMO,AETNA Medicare,AETNA PPO,Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Aetna Weill Cornell Employee PPO Plan ,Affinity Access ,Affinity Health Plan ,Amida Care ,CIGNA ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield EPO,Empire Blue Cross/Blue Shield HMO,Empire Blue Cross/Blue Shield Mediblue (Senior),Empire Blue Cross/Blue Shield PPO,Empire Blue Cross/Blue Shield HealthPlus ,Empire Blue Cross/Blue Shield HealthPlus CHP,Fidelis Care ,GHI CBP,Health First ,Health Insurance Plan of NY (HIP) ,Health Insurance Plan of NY (HIP) Medicaid,Health Insurance Plan of NY (HIP) Medicare,Medicaid ,Medicare ,Oxford Health Plans Freedom,Oxford Health Plans Liberty,Oxford Health Plans Medicare Advantage,Oxford Health Plans Metro/Core/Charter,Rockefeller University - Trustmark ,United Empire ,United Healthcare ,United Healthcare Community Plan,United Healthcare Medicare,United Healthcare Compass ,VNSNY CHOICE HMO,VNSNY CHOICE Medicare,WellCare of NY ,WorldWide Medical ""","525 East 68th Street New York, NY 10065",
Barbara Lee Flye Ph.D.,Child and Adolescent Psychology,https://weillcornell.org/lisaipp,No,N/A,English,10605,,41.0228,-73.7587,"Medicare ""","21 Bloomingdale Road White Plains, NY 10605",
Barbara Lee Flye Ph.D.,Child and Adolescent Psychology,https://weillcornell.org/cynthia-oghogho-isedeh-do,No,N/A,English,10016,,40.7517,-73.9827,"Medicare ""","286 Madison Avenue New York, NY 10016",
Barbara Lee Flye Ph.D.,Child and Adolescent Psychology,https://weillcornell.org/Makoto-Ishii-MD-PhD,No,N/A,English,10605,,41.0228,-73.7587,"Medicare ""","21 Bloomingdale Road White Plains, NY 10605",
Patrick A. Flynn M.D.,Pediatric Cardiology,https://weillcornell.org/owayneisom,Yes,No,English,10065,,40.7649,-73.9569,"Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Affinity Access ,Amida Care ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield HealthPlus CHP,Medicaid ,Medicare ,Oxford Health Plans Metro/Core/Charter,United Healthcare Compass ,VNSNY CHOICE HMO,WellCare of NY ,WorldWide Medical ""","525 East 68th Street New York, NY 10065",(212) 746-3561
Patrick A. Flynn M.D.,Pediatric Cardiology,https://weillcornell.org/paul-s-issackmd-phd-6491,Yes,No,English,10038,,40.7101,-74.005941,"Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Affinity Access ,Amida Care ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield HealthPlus CHP,Medicaid ,Medicare ,Oxford Health Plans Metro/Core/Charter,United Healthcare Compass ,VNSNY CHOICE HMO,WellCare of NY ,WorldWide Medical ""","156 William Street New York, NY 10038",(212) 746-3561
Christopher  Foglia ,Colon and Rectal Surgery,https://weillcornell.org/jana-ivanidze-md-phd,Yes,N/A,English,11355,,40.7532,-73.8195,No insurance information,"56-45 Main Street Flushing, NY 11355",(718) 670-1566
"Wing Kay  Fok M.D., MS, FACOG",Obstetrics and Gynecology,https://weillcornell.org/sandra-iwuala-md,Yes,N/A,"Chinese (Cantonese), English",10065,,40.7649,-73.9569,"AETNA HMO,AETNA Medicare,AETNA PPO,Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Aetna Weill Cornell Employee PPO Plan ,Affinity Access ,Affinity Health Plan ,AgeWell New York ,Amida Care ,CIGNA ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield EPO,Empire Blue Cross/Blue Shield HMO,Empire Blue Cross/Blue Shield Mediblue (Senior),Empire Blue Cross/Blue Shield PPO,Empire Blue Cross/Blue Shield HealthPlus ,Empire Blue Cross/Blue Shield HealthPlus CHP,Fidelis Care ,GHI CBP,Health First ,Health Insurance Plan of NY (HIP) ,Health Insurance Plan of NY (HIP) Medicaid,Health Insurance Plan of NY (HIP) Medicare,Medicaid ,Medicare ,Oxford Health Plans Freedom,Oxford Health Plans Liberty,Oxford Health Plans Medicare Advantage,Oxford Health Plans Metro/Core/Charter,Rockefeller University - Trustmark ,United Empire ,United Healthcare ,United Healthcare Community Plan,United Healthcare Medicare,United Healthcare Compass ,VNSNY CHOICE HMO,VNSNY CHOICE Medicare,WellCare of NY ,WorldWide Medical ""","525 East 68th Street New York, NY 10065",(212) 746-3000
Grace  Fong M.D.,Anesthesiology,https://weillcornell.org/abieyuwa-iyare-md,No,No,English,10038,,40.7101,-74.007954,"AETNA HMO,AETNA Medicare,AETNA PPO,Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Aetna Weill Cornell Employee PPO Plan ,Affinity Access ,Affinity Health Plan ,AgeWell New York ,Amida Care ,CIGNA ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield EPO,Empire Blue Cross/Blue Shield HMO,Empire Blue Cross/Blue Shield Mediblue (Senior),Empire Blue Cross/Blue Shield PPO,Empire Blue Cross/Blue Shield HealthPlus ,Empire Blue Cross/Blue Shield HealthPlus CHP,Fidelis Care ,GHI CBP,Health First ,Health Insurance Plan of NY (HIP) ,Health Insurance Plan of NY (HIP) Medicaid,Health Insurance Plan of NY (HIP) Medicare,Medicaid ,Medicare ,Oxford Health Plans Freedom,Oxford Health Plans Liberty,Oxford Health Plans Medicare Advantage,Oxford Health Plans Metro/Core/Charter,Rockefeller University - Trustmark ,United Empire ,United Healthcare ,United Healthcare Community Plan,United Healthcare Medicare,United Healthcare Compass ,VNSNY CHOICE HMO,VNSNY CHOICE Medicare,WellCare of NY ,WorldWide Medical ""","170 William Street New York, NY 10038",
"Po  Fong M.D., FACOG",Obstetrics and Gynecology,https://weillcornell.org/shweta-iyer-md,Yes,N/A,English,10013,,40.7175,-74.004821,"Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Empire Blue Cross/Blue Shield Blue Access,Health Insurance Plan of NY (HIP) ,Medicare ,Oxford Health Plans Metro/Core/Charter,United Empire ,United Healthcare Compass ,WorldWide Medical ""","40 Worth Street New York, NY 10013",(646) 962-3400
"Susan K. Fong MD, FACOG",Maternal and Fetal Medicine,https://weillcornell.org/anyante-g-jack-md,Yes,N/A,English,10038,,40.7101,-74.005941,"Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Affinity Access ,AgeWell New York ,Amida Care ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield HealthPlus CHP,Medicaid ,Medicare ,Oxford Health Plans Metro/Core/Charter,United Healthcare Compass ,VNSNY CHOICE HMO,VNSNY CHOICE Medicare,WellCare of NY ,WorldWide Medical ""","156 William Street New York, NY 10038",(646) 962-2620
"Sun-Hoo  Foo B.M., M.D.",,https://weillcornell.org/vjacob,No,N/A,English,10016,,40.7439,-73.9772,No insurance information,"650 First Avenue New York, NY 10016",212-213-0270
Silvia Chiara Formenti M.D.,Radiation Oncology,https://weillcornell.org/jljacobs,Yes,No,English,10065,,40.7649,-73.9569,"AETNA HMO,AETNA Medicare,AETNA PPO,Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Aetna Weill Cornell Employee PPO Plan ,Affinity Access ,Affinity Health Plan ,AgeWell New York ,Amida Care ,CIGNA ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield EPO,Empire Blue Cross/Blue Shield HMO,Empire Blue Cross/Blue Shield Mediblue (Senior),Empire Blue Cross/Blue Shield PPO,Empire Blue Cross/Blue Shield HealthPlus ,Empire Blue Cross/Blue Shield HealthPlus CHP,Fidelis Care ,GHI CBP,Health First ,Health Insurance Plan of NY (HIP) ,Health Insurance Plan of NY (HIP) Medicaid,Health Insurance Plan of NY (HIP) Medicare,Medicaid ,Medicare ,Oxford Health Plans Freedom,Oxford Health Plans Liberty,Oxford Health Plans Medicare Advantage,Oxford Health Plans Metro/Core/Charter,Rockefeller University - Trustmark ,United Empire ,United Healthcare ,United Healthcare Community Plan,United Healthcare Medicare,United Healthcare Compass ,VNSNY CHOICE HMO,VNSNY CHOICE Medicare,WellCare of NY ,WorldWide Medical ""","525 East 68th Street New York, NY 10065",(212) 746-3600
Silvia Chiara Formenti M.D.,Radiation Oncology,https://weillcornell.org/lynne-rose-jacobsmd-6331,Yes,No,English,10007,,40.7142,-74.009,"AETNA HMO,AETNA Medicare,AETNA PPO,Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Aetna Weill Cornell Employee PPO Plan ,Affinity Access ,Affinity Health Plan ,AgeWell New York ,Amida Care ,CIGNA ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield EPO,Empire Blue Cross/Blue Shield HMO,Empire Blue Cross/Blue Shield Mediblue (Senior),Empire Blue Cross/Blue Shield PPO,Empire Blue Cross/Blue Shield HealthPlus ,Empire Blue Cross/Blue Shield HealthPlus CHP,Fidelis Care ,GHI CBP,Health First ,Health Insurance Plan of NY (HIP) ,Health Insurance Plan of NY (HIP) Medicaid,Health Insurance Plan of NY (HIP) Medicare,Medicaid ,Medicare ,Oxford Health Plans Freedom,Oxford Health Plans Liberty,Oxford Health Plans Medicare Advantage,Oxford Health Plans Metro/Core/Charter,Rockefeller University - Trustmark ,United Empire ,United Healthcare ,United Healthcare Community Plan,United Healthcare Medicare,United Healthcare Compass ,VNSNY CHOICE HMO,VNSNY CHOICE Medicare,WellCare of NY ,WorldWide Medical ""","21 West Broadway New York, NY 10007",(212) 746-3600
Silvia Chiara Formenti M.D.,Radiation Oncology,https://weillcornell.org/michael-ira-jacobsmd-6399,Yes,No,English,10065,,40.7669,-73.9539,"AETNA HMO,AETNA Medicare,AETNA PPO,Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Aetna Weill Cornell Employee PPO Plan ,Affinity Access ,Affinity Health Plan ,AgeWell New York ,Amida Care ,CIGNA ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield EPO,Empire Blue Cross/Blue Shield HMO,Empire Blue Cross/Blue Shield Mediblue (Senior),Empire Blue Cross/Blue Shield PPO,Empire Blue Cross/Blue Shield HealthPlus ,Empire Blue Cross/Blue Shield HealthPlus CHP,Fidelis Care ,GHI CBP,Health First ,Health Insurance Plan of NY (HIP) ,Health Insurance Plan of NY (HIP) Medicaid,Health Insurance Plan of NY (HIP) Medicare,Medicaid ,Medicare ,Oxford Health Plans Freedom,Oxford Health Plans Liberty,Oxford Health Plans Medicare Advantage,Oxford Health Plans Metro/Core/Charter,Rockefeller University - Trustmark ,United Empire ,United Healthcare ,United Healthcare Community Plan,United Healthcare Medicare,United Healthcare Compass ,VNSNY CHOICE HMO,VNSNY CHOICE Medicare,WellCare of NY ,WorldWide Medical ""","1283 York Avenue New York, NY 10065",(212) 746-3600
Alexander  Fortenko ,Emergency Medicine,https://weillcornell.org/tikva-jacobs-md,Yes,N/A,"Russian,  English",10065,,40.7649,-73.9569,"AETNA HMO,AETNA Medicare,AETNA PPO,Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Aetna Weill Cornell Employee PPO Plan ,Affinity Access ,Affinity Health Plan ,Amida Care ,CIGNA ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield EPO,Empire Blue Cross/Blue Shield HMO,Empire Blue Cross/Blue Shield Mediblue (Senior),Empire Blue Cross/Blue Shield PPO,Empire Blue Cross/Blue Shield HealthPlus ,Empire Blue Cross/Blue Shield HealthPlus CHP,Fidelis Care ,GHI CBP,Health First ,Health Insurance Plan of NY (HIP) ,Health Insurance Plan of NY (HIP) Medicaid,Health Insurance Plan of NY (HIP) Medicare,Medicaid ,Medicare ,Oxford Health Plans Freedom,Oxford Health Plans Liberty,Oxford Health Plans Medicare Advantage,Oxford Health Plans Metro/Core/Charter,Rockefeller University - Trustmark ,United Empire ,United Healthcare ,United Healthcare Community Plan,United Healthcare Medicare,United Healthcare Compass ,VNSNY CHOICE HMO,VNSNY CHOICE Medicare,WellCare of NY ,WorldWide Medical ""","525 East 68th Street New York, NY 10065",(212) 746-5026
Alexander  Fortenko ,Emergency Medicine,https://weillcornell.org/lawrence-b-jacobsbergmd-phd-6301,Yes,N/A,"Russian,  English",10038,,40.7101,-74.007954,"AETNA HMO,AETNA Medicare,AETNA PPO,Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Aetna Weill Cornell Employee PPO Plan ,Affinity Access ,Affinity Health Plan ,Amida Care ,CIGNA ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield EPO,Empire Blue Cross/Blue Shield HMO,Empire Blue Cross/Blue Shield Mediblue (Senior),Empire Blue Cross/Blue Shield PPO,Empire Blue Cross/Blue Shield HealthPlus ,Empire Blue Cross/Blue Shield HealthPlus CHP,Fidelis Care ,GHI CBP,Health First ,Health Insurance Plan of NY (HIP) ,Health Insurance Plan of NY (HIP) Medicaid,Health Insurance Plan of NY (HIP) Medicare,Medicaid ,Medicare ,Oxford Health Plans Freedom,Oxford Health Plans Liberty,Oxford Health Plans Medicare Advantage,Oxford Health Plans Metro/Core/Charter,Rockefeller University - Trustmark ,United Empire ,United Healthcare ,United Healthcare Community Plan,United Healthcare Medicare,United Healthcare Compass ,VNSNY CHOICE HMO,VNSNY CHOICE Medicare,WellCare of NY ,WorldWide Medical ""","170 William Street New York, NY 10038",(212) 746-5026
Susan C. Fox M.D.,,https://weillcornell.org/jill-a-jacobsonmd-6113,No,N/A,English,10075,,40.7741,-73.9654,No insurance information,"903 Park Avenue New York, NY 10075",212-288-2171
Kelly Nicole Fahl Fradin ,,https://weillcornell.org/adam-jacoby,No,N/A,English,10065,,40.7649,-73.9667,No insurance information,"110 East 60th Street New York, NY 10065",917-781-1919
Kenneth Robert Francis ,,https://weillcornell.org/mehraneh-d-jafari-md,No,N/A,English,10021,,40.7699,-73.9637,No insurance information,"114 East 71st Street New York, NY 10021",212-226-0677
Dimitry  Francois M.D.,Psychiatry,https://weillcornell.org/sargam-jainmd-6615,No,N/A,English,10605,,41.0228,-73.7587,No insurance information,"21 Bloomingdale Road White Plains, NY 10605",(914) 997-4875
Brittney Ariel Frankel M.D.,Internal Medicine,https://weillcornell.org/rida-jamil-md,No,N/A,English,10021-4726,,40.7689,-73.9597,No insurance information,"310 East 72nd Street New York, NY 10021-4726",212-288-9797
Kenneth William Franklin M.D.,,https://weillcornell.org/joon-jang-md,No,N/A,English,10021-4726,,40.7689,-73.9597,No insurance information,"310 East 72nd Street New York, NY 10021-4726",212-746-6897
Susan  Fraymovich D.O.,Pediatric Emergency Medicine,https://weillcornell.org/joseph-janocko-md,Yes,N/A,English,10065,,40.7649,-73.9569,"AETNA HMO,AETNA Medicare,AETNA PPO,Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Aetna Weill Cornell Employee PPO Plan ,Affinity Access ,Affinity Health Plan ,Amida Care ,CIGNA ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield EPO,Empire Blue Cross/Blue Shield HMO,Empire Blue Cross/Blue Shield Mediblue (Senior),Empire Blue Cross/Blue Shield PPO,Empire Blue Cross/Blue Shield HealthPlus ,Empire Blue Cross/Blue Shield HealthPlus CHP,Fidelis Care ,GHI CBP,Health First ,Health Insurance Plan of NY (HIP) ,Health Insurance Plan of NY (HIP) Medicaid,Health Insurance Plan of NY (HIP) Medicare,Medicaid ,Medicare ,Oxford Health Plans Freedom,Oxford Health Plans Liberty,Oxford Health Plans Medicare Advantage,Oxford Health Plans Metro/Core/Charter,Rockefeller University - Trustmark ,United Empire ,United Healthcare ,United Healthcare Community Plan,United Healthcare Medicare,United Healthcare Compass ,VNSNY CHOICE HMO,VNSNY CHOICE Medicare,WellCare of NY ,WorldWide Medical ""","525 East 68th Street New York, NY 10065",(212) 746-5026
Susan  Fraymovich D.O.,Pediatric Emergency Medicine,https://weillcornell.org/jennifer-jantz-md,Yes,N/A,English,10038,,40.7101,-74.007954,"AETNA HMO,AETNA Medicare,AETNA PPO,Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Aetna Weill Cornell Employee PPO Plan ,Affinity Access ,Affinity Health Plan ,Amida Care ,CIGNA ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield EPO,Empire Blue Cross/Blue Shield HMO,Empire Blue Cross/Blue Shield Mediblue (Senior),Empire Blue Cross/Blue Shield PPO,Empire Blue Cross/Blue Shield HealthPlus ,Empire Blue Cross/Blue Shield HealthPlus CHP,Fidelis Care ,GHI CBP,Health First ,Health Insurance Plan of NY (HIP) ,Health Insurance Plan of NY (HIP) Medicaid,Health Insurance Plan of NY (HIP) Medicare,Medicaid ,Medicare ,Oxford Health Plans Freedom,Oxford Health Plans Liberty,Oxford Health Plans Medicare Advantage,Oxford Health Plans Metro/Core/Charter,Rockefeller University - Trustmark ,United Empire ,United Healthcare ,United Healthcare Community Plan,United Healthcare Medicare,United Healthcare Compass ,VNSNY CHOICE HMO,VNSNY CHOICE Medicare,WellCare of NY ,WorldWide Medical ""","170 William Street New York, NY 10038",(212) 746-5026
Chloe Anne Free ,,https://weillcornell.org/delma-jarrett-md,No,N/A,English,10007,,40.7139,-74.010986,No insurance information,"15 Warren Street New York, NY 10007",212-226-7666
Melissa K. Frey M.D.,Gynecologic Oncology,https://weillcornell.org/abhishek-jaywant-phd,Yes,No,English,10065,,40.7649,-73.9569,"AETNA HMO,AETNA Medicare,AETNA PPO,Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Aetna Weill Cornell Employee PPO Plan ,Affinity Access ,Affinity Health Plan ,AgeWell New York ,Amida Care ,CIGNA ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield EPO,Empire Blue Cross/Blue Shield HMO,Empire Blue Cross/Blue Shield Mediblue (Senior),Empire Blue Cross/Blue Shield PPO,Empire Blue Cross/Blue Shield HealthPlus ,Empire Blue Cross/Blue Shield HealthPlus CHP,Fidelis Care ,GHI CBP,Health First ,Health Insurance Plan of NY (HIP) ,Health Insurance Plan of NY (HIP) Medicaid,Health Insurance Plan of NY (HIP) Medicare,Medicaid ,Medicare ,Oxford Health Plans Freedom,Oxford Health Plans Liberty,Oxford Health Plans Medicare Advantage,Oxford Health Plans Metro/Core/Charter,Rockefeller University - Trustmark ,United Empire ,United Healthcare ,United Healthcare Community Plan,United Healthcare Medicare,United Healthcare Compass ,VNSNY CHOICE HMO,VNSNY CHOICE Medicare,WellCare of NY ,WorldWide Medical ""","525 East 68th Street New York, NY 10065",(646) 697- 6621
"Zhanna  Fridel M.D., FACOG",Obstetrics and Gynecology,https://weillcornell.org/hafiz-jeelani-md,Yes,No,"Russian, Spanish,  English",10013,,40.7175,-74.004821,"Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Empire Blue Cross/Blue Shield Blue Access,Health Insurance Plan of NY (HIP) ,Medicare ,Oxford Health Plans Metro/Core/Charter,United Empire ,United Healthcare Compass ,WorldWide Medical ""","40 Worth Street New York, NY 10013",(646) 962-3400
"Zhanna  Fridel M.D., FACOG",Obstetrics and Gynecology,https://weillcornell.org/jjessurun,Yes,No,"Russian, Spanish,  English",11201,,40.6939,-73.9917,"Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Empire Blue Cross/Blue Shield Blue Access,Health Insurance Plan of NY (HIP) ,Medicare ,Oxford Health Plans Metro/Core/Charter,United Empire ,United Healthcare Compass ,WorldWide Medical ""","186 Joralemon Street Brooklyn, NY 11201",(646) 962-3400
"Chaya B. Fridman Ph.D, ABPP-CN",Neuropsychology,https://weillcornell.org/elizabeth-jester-fnp-bc,Yes,No,English,10065,,40.7639,-73.9629,"Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Medicare ""","315 East 62nd Street New York, NY 10065",(646) 962-2820
Elena  Friedman M.D.,Psychiatry,https://weillcornell.org/abjesudian,No,N/A,English,10065,,40.7649,-73.9569,"Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ""","525 East 68th Street New York, NY 10065",
Jay Lawrence Friedman ,,https://weillcornell.org/yi-jiabm-phd-8348,No,N/A,English,7670,,40.92045,-73.9587,No insurance information,"111 Dean Drive Tenafly, NY 7670",201-568-8288
Mia  Friedman M.D.,Emergency Medicine,https://weillcornell.org/lynn-jiang-md,Yes,N/A,English,10065,,40.7649,-73.9569,"AETNA HMO,AETNA Medicare,AETNA PPO,Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Aetna Weill Cornell Employee PPO Plan ,Affinity Access ,Affinity Health Plan ,AgeWell New York ,Amida Care ,CIGNA ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield EPO,Empire Blue Cross/Blue Shield HMO,Empire Blue Cross/Blue Shield Mediblue (Senior),Empire Blue Cross/Blue Shield PPO,Empire Blue Cross/Blue Shield HealthPlus ,Empire Blue Cross/Blue Shield HealthPlus CHP,Fidelis Care ,GHI CBP,Health First ,Health Insurance Plan of NY (HIP) ,Health Insurance Plan of NY (HIP) Medicaid,Health Insurance Plan of NY (HIP) Medicare,Medicaid ,Medicare ,Oxford Health Plans Freedom,Oxford Health Plans Liberty,Oxford Health Plans Medicare Advantage,Oxford Health Plans Metro/Core/Charter,Rockefeller University - Trustmark ,United Empire ,United Healthcare ,United Healthcare Community Plan,United Healthcare Medicare,United Healthcare Compass ,VNSNY CHOICE HMO,VNSNY CHOICE Medicare,WellCare of NY ,WorldWide Medical ""","525 East 68th Street New York, NY 10065",(212) 746-5026
Mia  Friedman M.D.,Emergency Medicine,https://weillcornell.org/wenhuijin,Yes,N/A,English,10038,,40.7101,-74.007954,"AETNA HMO,AETNA Medicare,AETNA PPO,Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Aetna Weill Cornell Employee PPO Plan ,Affinity Access ,Affinity Health Plan ,AgeWell New York ,Amida Care ,CIGNA ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield EPO,Empire Blue Cross/Blue Shield HMO,Empire Blue Cross/Blue Shield Mediblue (Senior),Empire Blue Cross/Blue Shield PPO,Empire Blue Cross/Blue Shield HealthPlus ,Empire Blue Cross/Blue Shield HealthPlus CHP,Fidelis Care ,GHI CBP,Health First ,Health Insurance Plan of NY (HIP) ,Health Insurance Plan of NY (HIP) Medicaid,Health Insurance Plan of NY (HIP) Medicare,Medicaid ,Medicare ,Oxford Health Plans Freedom,Oxford Health Plans Liberty,Oxford Health Plans Medicare Advantage,Oxford Health Plans Metro/Core/Charter,Rockefeller University - Trustmark ,United Empire ,United Healthcare ,United Healthcare Community Plan,United Healthcare Medicare,United Healthcare Compass ,VNSNY CHOICE HMO,VNSNY CHOICE Medicare,WellCare of NY ,WorldWide Medical ""","170 William Street New York, NY 10038",(212) 746-5026
Richard Alan Friedman M.D.,Psychiatry,https://weillcornell.org/tjirasevijinda,No,No,English,10065,,40.7649,-73.9569,"Aetna - NYP EPO/POS,Medicare ,Rockefeller University - Trustmark ""","525 East 68th Street New York, NY 10065",
